CENTRO_POBLADO;LATITUD;LONGITUD;3G;4G;VOZ;SMS;MMS;CANT_EB_3G;CANT_EB_4G
NUEVO HORIZONTE-BUENOS AIRES;-7.1455;-79.59495;1;1;1;1;1;0;0
ALTO SAN ILDEFONSO;-7.14409;-79.58444;1;0;1;1;1;0;0
SAN ISIDRO;-7.12451;-79.57695;1;0;1;1;1;0;0
SANTA ROSA;-7.162801404;-79.55284053;1;1;1;1;1;0;0
HUANCHACO;-7.1692;-79.54108;1;1;1;1;1;0;0
NUEVA ESPERANZA;-7.17388;-79.53138;1;1;1;1;1;0;0
CHARCAPE;-7.192538333;-79.53187;1;1;1;1;1;0;0
UJIAN;-7.193306667;-79.52480167;1;1;1;1;1;0;0
EL MILAGRO-MOLINO;-7.20181;-79.51819;1;1;1;1;1;0;0
AVIACION;-7.2099;-79.51741;1;1;1;1;1;0;0
MOLINO;-7.20657;-79.51781;1;1;1;1;1;0;0
GEIPE BAJO;-7.19942;-79.50311;1;1;1;1;1;0;0
GUANABANO;-7.21379;-79.49053;1;0;1;1;1;0;0
QUEMBER;-7.22162;-79.47767;1;0;1;1;1;0;0
LA PAMPILLA;-7.229968333;-79.48584833;1;0;1;1;1;0;0
LA MANGA;-7.22199;-79.48775;1;0;1;1;1;0;0
SANTA CATALINA;-7.22027;-79.51542;1;1;1;1;1;0;0
EL ALGARROBAL;-7.23603;-79.52206;1;1;1;1;1;0;0
EL PROGRESO;-7.10458;-79.58730333;1;0;1;1;1;1;0
BUENOS AIRES;-7.14287;-79.59081;1;1;1;1;1;0;0
LOS JARDINES;-7.23384;-79.49742;1;0;1;1;1;0;0
GEIPE ALTO;-7.20742;-79.49218;1;1;1;1;1;0;0
SANTIAGO;-7.23091;-79.50986;1;1;1;1;1;0;0
BLAYS;-7.22547;-79.5041;1;0;1;1;1;0;0
MAFFEQUIN;-7.23647;-79.49383;1;0;1;1;1;0;0
IGLESIA VIEJA;-7.13926;-79.57828;1;1;1;1;1;0;0
NUEVO MUNDO;-7.14193;-79.57605;1;1;1;1;1;0;0
LA TERESA;-7.14395;-79.55986;1;1;1;1;1;0;0
EL POTRERO;-7.15286;-79.56859;1;1;1;1;1;0;0
MANANGUICHE;-7.16098;-79.55514;1;1;1;1;1;1;1
HUACA BLANCA;-7.16823;-79.55882;1;1;1;1;1;0;0
COTON;-7.17476;-79.53529;1;1;1;1;1;0;0
EL TRIGO;-7.2318;-79.52821;1;0;1;1;1;0;0
JULCAN;-8.042601354;-78.48669867;1;1;1;1;1;1;1
SAN VICENTE;-8.00794;-78.4813;1;0;1;1;1;0;0
LA FORTUNA;-8.01589;-78.45179;1;1;1;1;1;0;0
CRUZMARCA;-8.01702;-78.47777;1;0;1;1;1;0;0
CHINCHANGO;-8.03135;-78.50167;1;0;1;1;1;0;0
SANTA CRUZ;-8.0304;-78.49355;1;0;1;1;1;0;0
MIRAFLORES;-8.03807;-78.48444;1;0;1;1;1;0;0
CRUZPAMPA;-8.03122;-78.48026;1;0;1;1;1;0;0
CARRAPALDAY BAJO;-8.03353;-78.47673;1;0;1;1;1;0;0
NUEVA ESPERANZA;-8.044486667;-78.47876167;1;0;1;1;1;0;0
CARRAPALDAY CHICO;-8.05444;-78.45744;1;1;1;1;1;0;0
CARRAPALDAY ALTO;-8.0553;-78.47246;1;1;1;1;1;0;0
LA VICTORIA;-8.05214;-78.51993;1;0;1;1;1;0;0
QUINIGON;-8.05063;-78.53201;1;1;1;1;1;0;0
OROMALQUI;-8.07473;-78.48618;1;1;1;1;1;0;0
SAN PEDRO;-8.07848;-78.46536;1;1;1;1;1;0;0
PUEBLO NUEVO;-8.07418;-78.45452;1;0;1;1;1;0;0
CARABAMBA;-8.112779584;-78.6077226;1;1;1;1;1;0;0
SANTA ROSA;-8.10845;-78.62432;1;0;1;1;1;0;0
MUNDAY;-8.08404;-78.6093;1;0;1;1;1;0;0
LUIS VICENTE;-8.09669;-78.55576;1;0;1;1;1;0;0
CAMBULUARA;-8.12457;-78.62161;1;1;1;1;1;0;0
SAN CARLOS;-8.11161;-78.56483;1;1;1;1;1;0;0
SAN ISIDRO;-8.13111;-78.57647;1;1;1;1;1;0;0
VICTOR RAUL;-8.13021;-78.60121;1;1;1;1;1;1;1
SAN BIVIANO;-8.14176;-78.63334;1;1;1;1;1;0;0
PAMPA BELLA;-8.14935;-78.62456;1;1;1;1;1;0;0
SAN FERNANDO;-8.12595;-78.56142;1;1;1;1;1;0;0
MACHACALA;-8.14323;-78.627;1;1;1;1;1;0;0
OTUZCO;-7.902475348;-78.56571362;1;1;1;1;1;3;1
SAN JUAN DE LLUGON;-7.84222;-78.52257;1;0;1;1;1;0;0
MACHIGON;-7.88479;-78.59005;1;0;1;1;1;0;0
TRIGOPAMPA;-7.887238333;-78.57848;1;1;1;1;1;0;0
SAN BENANCIO;-7.89872;-78.55468;1;1;1;1;1;1;1
WALTER ACEVEDO;-7.898153333;-78.55063667;1;1;1;1;1;0;0
SAN FRANCISCO DEL SURO;-7.89763;-78.50115;1;1;1;1;1;0;0
SAN MARTIN;-7.94103;-78.55034;1;0;1;1;1;0;0
EL PORVENIR;-7.91829;-78.54321;1;0;1;1;1;0;0
SAMNE;-7.99483;-78.68286;1;0;1;1;1;0;0
AGALLPAMPA;-7.98217;-78.54674;1;0;1;1;1;0;0
CHUAL;-7.95866;-78.57339;1;0;1;1;1;0;0
LOS ALISOS;-7.96623;-78.54913;1;0;1;1;1;1;0
MOTIL;-7.99512;-78.50318;1;0;1;1;1;0;0
HUANANMARCA;-8.00772;-78.49569;1;0;1;1;1;0;0
LA LAGUNA;-7.93968;-78.53482;1;0;1;1;1;0;0
CALLANCAS BAJO;-7.76487;-78.48601;1;0;1;1;1;0;0
EL EDEN;-7.76331;-78.49516;1;0;1;1;1;0;0
MELCOCHAMBA;-7.76755;-78.50201;1;0;1;1;1;0;0
CALLANCAS;-7.76542;-78.48015;1;0;1;1;1;0;0
SA�UMAS;-7.77056;-78.46936;1;0;1;1;1;0;0
CONGOY;-7.8049;-78.46751;1;0;1;1;1;0;0
HUACARCHACAP;-7.80463;-78.45214;1;0;1;1;1;0;0
CASASDAY;-7.81411;-78.46755;1;0;1;1;1;0;0
CHUGAYMALCA;-7.81673;-78.46304;1;0;1;1;1;0;0
MUYAMPAMPA;-7.83033;-78.4604;1;0;1;1;1;0;0
CUNGUNDAY;-7.83989;-78.46209;1;0;1;1;1;0;0
HUARANCHAL;-7.689730015;-78.44271288;1;1;1;1;1;1;1
LA TRANCA;-7.69369;-78.44212;1;0;1;1;1;0;0
EL MILAGRO;-7.69601;-78.44779;1;1;1;1;1;0;0
UNION DESVIO;-7.70082035;-78.44039061;1;0;1;1;1;0;0
RACUAY;-7.73674;-78.46753;1;0;1;1;1;0;0
CHAPIHUAL;-7.74803;-78.48127;1;0;1;1;1;0;0
HUAYOBAMBA;-7.74409;-78.49659;1;0;1;1;1;0;0
CHILCAR;-7.74877;-78.49358;1;0;1;1;1;0;0
EL CHORRO;-7.739520657;-78.49129373;1;0;1;1;1;0;0
PAN DE AZUCAR;-7.74559;-78.47766;1;0;1;1;1;1;0
MACHE;-8.03007;-78.5351;1;0;1;1;1;0;0
LLUIN;-8.008445202;-78.53261078;1;0;1;1;1;0;0
SOLEDAD;-8.02914;-78.54501;1;0;1;1;1;0;0
CAMPO BELLO;-8.02804;-78.51539;1;1;1;1;1;0;0
QUINIGON;-8.05465;-78.53493;1;0;1;1;1;0;0
FRANCISCO BOLOGNESI;-8.06282;-78.54791;1;0;1;1;1;0;0
PARANDAY;-7.8851;-78.70943;1;0;1;1;1;0;0
CHOTA;-7.87806;-78.70595;1;0;1;1;1;0;0
PAMPA DE AVENA;-7.90013;-78.71254;1;0;1;1;1;0;0
EL CANDO;-7.87853;-78.71388;1;0;1;1;1;0;0
SALPO;-8.00418;-78.60329;1;0;1;1;1;1;0
COTRA;-7.97896;-78.58187;1;0;1;1;1;0;0
QUINUILLAS;-7.97996;-78.58844;1;0;1;1;1;0;0
USHCOS;-7.982885;-78.616075;1;0;1;1;1;0;0
LA ESPERANZA;-7.98567;-78.58311;1;0;1;1;1;0;0
EL PALOMAR;-8.00521;-78.59009;1;0;1;1;1;0;0
ACHUPALLAR;-7.99957;-78.59992;1;0;1;1;1;0;0
RAYAPAMPA (RAYAMPAMPA);-8.00164;-78.68381;1;0;1;1;1;1;0
LEONCIO PRADO;-8.01847;-78.55492;1;0;1;1;1;0;0
PAMPA DE COCHAYA;-8.02187;-78.55892;1;0;1;1;1;0;0
COCHAYA;-8.01837;-78.56596;1;0;1;1;1;0;0
COGON;-8.01221;-78.60877;1;0;1;1;1;0;0
SAN MIGUEL;-8.01693;-78.62331;1;0;1;1;1;0;0
PARAGADAY;-8.02025;-78.57214;1;0;1;1;1;0;0
SHULGOM;-8.05693;-78.63754;1;0;1;1;1;1;0
SINSICAP;-7.85092;-78.7547;1;0;1;1;1;0;0
COMPIN;-7.8228;-78.74291;1;0;1;1;1;0;0
TUCURAME;-7.82765;-78.74533;1;0;1;1;1;1;0
CAMBAR;-7.83352;-78.74034;1;0;1;1;1;0;0
SAN IGNACIO;-7.831;-78.71536;1;0;1;1;1;0;0
PURRUPAMPA;-7.86934;-78.709;1;0;1;1;1;1;0
CALUARA;-7.86362;-78.71598;1;0;1;1;1;0;0
IRIPIDAY;-7.8534;-78.73084;1;0;1;1;1;0;0
TUDUN;-7.857;-78.74911;1;0;1;1;1;0;0
PORGON;-7.86647;-78.75803;1;0;1;1;1;0;0
CASA BLANCA;-7.85656;-78.74334;1;0;1;1;1;0;0
YERBA BUENA;-7.87431;-78.769;1;0;1;1;1;0;0
RASDAY;-7.87709;-78.75617;1;0;1;1;1;0;0
SHOCUAL;-7.87709;-78.75605;1;0;1;1;1;0;0
ROSA SAURA;-7.8615;-78.70977;1;0;1;1;1;0;0
BELLO HORIZONTE;-8.02921;-78.51341;1;0;1;1;1;0;0
USQUIL;-7.81538;-78.41679;1;0;1;1;1;0;0
LA LEONERA;-7.72517;-78.45333;1;0;1;1;1;0;0
EL RECREO;-7.76103;-78.43249;1;0;1;1;1;0;0
CHUQUIZONGO;-7.75374;-78.4064;1;0;1;1;1;0;0
SAN CARLOS;-7.76282;-78.4293;1;0;1;1;1;0;0
PAMPA VERDE;-7.77824;-78.387;1;0;1;1;1;0;0
NAUBAMBA;-7.80045;-78.43908;1;0;1;1;1;0;0
CAHUALA;-7.78878;-78.37569;1;0;1;1;1;0;0
CHACLAPAMBA;-7.79959;-78.39416;1;0;1;1;1;0;0
HUARISH;-7.79121;-78.42583;1;0;1;1;1;0;0
CONCHOR;-7.79638;-78.41506;1;0;1;1;1;0;0
LA QUESERA;-7.79713;-78.35507;1;0;1;1;1;0;0
ALTO CHICAMA;-7.82706;-78.32118;1;0;1;1;1;0;0
LA FUNDICION;-7.81754;-78.36069;1;0;1;1;1;0;0
CAULIMALCA;-7.81016;-78.37836;1;0;1;1;1;0;0
BARRIO NUEVO;-7.82687;-78.42669;1;0;1;1;1;0;0
HUALLISPAMBA;-7.82556;-78.40226;1;0;1;1;1;0;0
SHUCSHUC;-7.81696;-78.38183;1;0;1;1;1;0;0
EL PEDREGAL;-7.82702;-78.33693;1;0;1;1;1;0;0
ALIZAR;-7.81582;-78.31141;1;0;1;1;1;0;0
PACOSBAMBA;-7.82719;-78.36839;1;0;1;1;1;0;0
EL CONDOR;-7.82808;-78.38357;1;0;1;1;1;0;0
CHICHILLAN;-7.82792;-78.3948;1;0;1;1;1;0;0
LA PAMPA;-7.82313;-78.40983;1;0;1;1;1;0;0
CAJAMARCA;-7.83361;-78.40014;1;0;1;1;1;0;0
CANCHACHUGO BAJO;-7.84022;-78.38988;1;0;1;1;1;0;0
MIRAFLORES;-7.8274;-78.39073;1;0;1;1;1;0;0
ALTO PERU;-7.83676;-78.38772167;1;0;1;1;1;0;0
CUYUCHUGO;-7.83209;-78.39184;1;0;1;1;1;0;0
EL PROGRESO;-7.83718;-78.40642;1;0;1;1;1;1;0
CANCHACHUGO;-7.8333;-78.40027;1;0;1;1;1;0;0
SHIGUILLAN;-7.83851;-78.387;1;0;1;1;1;0;0
CHASIMALCA;-7.82362;-78.36072;1;0;1;1;1;0;0
LA UNION;-7.85849;-78.33656;1;0;1;1;1;0;0
EL MANZANO;-7.86679;-78.36599;1;0;1;1;1;0;0
NAMUCHUGO;-7.8444;-78.38399;1;0;1;1;1;0;0
DOS DE MAYO;-7.85284;-78.42189;1;0;1;1;1;0;0
CHOCONDAY;-7.85798;-78.41193;1;0;1;1;1;0;0
CAPACHIQUE;-7.85578;-78.31265;1;0;1;1;1;0;0
RAYAMBALL;-7.87955;-78.34202;1;0;1;1;1;0;0
TUPAC AMARU;-7.89704;-78.34989;1;0;1;1;1;0;0
BARRO NEGRO ALTO;-7.8865;-78.3798;1;0;1;1;1;1;0
TALLAPLIGUE;-7.90275;-78.33522;1;0;1;1;1;0;0
ZULLANDAS;-7.89986;-78.3616;1;0;1;1;1;0;0
LAS DELICIAS;-7.85397;-78.41683;1;0;1;1;1;0;0
EL INGENIO;-7.84232;-78.37779;1;0;1;1;1;0;0
MASCARAT ALTO;-7.88262;-78.29643;1;0;1;1;1;0;0
BARRO NEGRO;-7.87628;-78.36191;1;0;1;1;1;0;0
LA PILETA;-7.897694342;-78.37332147;1;0;1;1;1;0;0
EL NARANJO;-7.81541;-78.36932;1;0;1;1;1;0;0
SAN PEDRO DE LLOC;-7.424464755;-79.50331884;1;1;1;1;1;2;2
MASANCA;-7.37642;-79.47857;1;0;1;1;1;0;0
CAVOUR;-7.371448333;-79.46806167;1;1;1;1;1;0;0
SANTONTE;-7.37802;-79.43542;1;1;1;1;1;0;0
CHOCOFAN;-7.38745;-79.48972;1;0;1;1;1;1;0
PUEBLO LIBRE;-7.432783256;-79.55418201;1;1;1;1;1;0;0
EL SOLANO;-7.435888333;-79.52361167;1;1;1;1;1;0;0
CALA;-7.40372;-79.50112;1;0;1;1;1;0;0
DIOS TEDE;-7.46328;-79.50434;1;0;1;1;1;0;0
GUADALUPE;-7.243310554;-79.47035966;1;1;1;1;1;3;2
ALTO PERU;-7.22076;-79.46319;1;0;1;1;1;0;0
EL HUABITO;-7.2319;-79.4608;1;0;1;1;1;0;0
CAMPO ARTURO;-7.22781;-79.45522;1;0;1;1;1;0;0
EL MOLINO;-7.23278;-79.45185;1;1;1;1;1;0;0
LOS JARDINES;-7.25261;-79.49887;1;0;1;1;1;0;0
CASA BLANCA;-7.2492;-79.44354;1;0;1;1;1;0;0
NUEVO GUADALUPE;-7.25864;-79.49112;1;0;1;1;1;0;0
LA CINTA;-7.25504;-79.4553;1;0;1;1;1;0;0
LOS MANGOS;-7.28282;-79.44235;1;0;1;1;1;0;0
LA GRANJA;-7.28059;-79.44744;1;0;1;1;1;1;0
CALERA;-7.275534659;-79.45478195;1;0;1;1;1;0;0
CERRO AZUL;-7.27003;-79.48141;1;0;1;1;1;0;0
EL APRA;-7.292595;-79.43301167;1;0;1;1;1;0;0
PRIMER CAMPO;-7.29415;-79.43342;1;1;1;1;1;0;0
LA LAGUNA;-7.29633;-79.43686;1;1;1;1;1;0;0
JORGE CHAVEZ;-7.28574;-79.41665;1;1;1;1;1;0;0
MARISCAL CASTILLA;-7.299113658;-79.40718041;1;1;1;1;1;0;0
PORVENIR;-7.3025441;-79.41091;1;1;1;1;1;1;1
SAN RAMON;-7.3042039;-79.40231;1;1;1;1;1;0;0
CHAFAN GRANDE;-7.31413;-79.37967;1;1;1;1;1;0;0
LIMONCARRO (LIMON CARRO);-7.301874239;-79.41653599;1;1;1;1;1;0;0
TAMARINDO;-7.30344;-79.44974;1;1;1;1;1;0;0
CIUDAD DE DIOS;-7.303812629;-79.48070322;1;1;1;1;1;1;1
MANUEL GUARNIZ;-7.31457;-79.47933;1;1;1;1;1;0;0
FACLO CHICO;-7.31187;-79.48824;1;0;1;1;1;0;0
NUEVA ESPERANZA;-7.31287;-79.49961;1;1;1;1;1;0;0
FACLO GRANDE;-7.3133;-79.51276;1;1;1;1;1;0;0
CRUZ DE GUAYABO;-7.31607;-79.56608;1;1;1;1;1;0;0
LUIS SILVA;-7.31645;-79.55495;1;1;1;1;1;0;0
PAMPAS DE JESUS;-7.30547;-79.4401;1;1;1;1;1;0;0
LA PLANTA;-7.30461;-79.46006;1;1;1;1;1;0;0
ALTO GUADALUPITO;-7.23188;-79.46617;1;1;1;1;1;2;2
CALERITA;-7.26723;-79.4796;1;0;1;1;1;0;0
SANJON MARINU�EZ;-7.23147;-79.48425;1;0;1;1;1;0;0
PAMPILLA BAJA;-7.2247;-79.48693;1;0;1;1;1;0;0
SAN ISIDRO;-7.30227935;-79.41846099;1;1;1;1;1;0;0
JEQUETEPEQUE;-7.33755113;-79.5631091;1;1;1;1;1;1;1
LAS MERCEDES;-7.32827;-79.57552;1;1;1;1;1;0;0
MONTE VERDE;-7.3323;-79.5654;1;1;1;1;1;0;0
LA VENTUROSA;-7.33682;-79.55692;1;1;1;1;1;0;0
GUANILO;-7.33334;-79.55488;1;1;1;1;1;0;0
LA CRUZ;-7.33275;-79.52855;1;0;1;1;1;0;0
LA PE�A;-7.33041;-79.52188;1;1;1;1;1;0;0
LACHE GRANDE;-7.33092;-79.50888;1;1;1;1;1;0;0
LACHE CHICO;-7.32848;-79.50832;1;1;1;1;1;0;0
HUASCAR (EL HUASCAR);-7.34124838;-79.51633535;1;1;1;1;1;0;0
LETANA;-7.33698;-79.51762;1;1;1;1;1;0;0
COLLIQUE;-7.33401;-79.51911;1;1;1;1;1;0;0
DAMAS ARIAS;-7.33546;-79.52026;1;1;1;1;1;0;0
SAUSAL;-7.33498;-79.52817;1;0;1;1;1;0;0
CHICORIAL;-7.33846;-79.52406;1;1;1;1;1;0;0
PLATANAR;-7.33718;-79.52742;1;1;1;1;1;0;0
LA CEBADA;-7.33767;-79.53135;1;0;1;1;1;0;0
ALGARROBO EL SANTO;-7.33778;-79.55698;1;1;1;1;1;0;0
EL OLIVAR;-7.34187;-79.56784;1;1;1;1;1;0;0
PUENTE ZAMBRANO;-7.33969;-79.56651;1;1;1;1;1;0;0
SANTA MARTHA;-7.34219;-79.57981;1;0;1;1;1;0;0
CERRO DE DOS CABEZAS (EL CERRO);-7.34925;-79.58293;1;1;1;1;1;0;0
EL BALZAR;-7.35479;-79.57391;1;1;1;1;1;0;0
LA PRIMAVERA;-7.34845;-79.56648;1;1;1;1;1;0;0
LA MINA;-7.34471;-79.55695;1;1;1;1;1;0;0
JUAN GRANDE;-7.34112;-79.54055;1;0;1;1;1;0;0
CACHO DE VENADO;-7.34617;-79.52971;1;0;1;1;1;0;0
ZANJON;-7.35226;-79.51421;1;1;1;1;1;0;0
LA FLORIDA;-7.34779;-79.51384;1;1;1;1;1;0;0
SANTA APOLONIA;-7.32777;-79.56099;1;1;1;1;1;0;0
LAS CALABERAS;-7.35109;-79.56729;1;1;1;1;1;0;0
BOCA DEL RIO;-7.34016;-79.58858;1;1;1;1;1;0;0
LOS GUABOS;-7.3456;-79.56218;1;1;1;1;1;0;0
HUASCAR;-7.33292;-79.51505;1;1;1;1;1;0;0
PACASMAYO;-7.400012622;-79.56724966;1;1;1;1;1;4;3
LAGUNA DEL MUERTO IZQUIERDO;-7.3883;-79.53769;1;1;1;1;1;0;0
SAN JOSE;-7.350032201;-79.45504897;1;1;1;1;1;2;1
CRUCE SAN MARTIN DE PORRES (EL CRUCE);-7.332636607;-79.48325205;1;1;1;1;1;0;0
�AMPOL;-7.33437;-79.46681;1;1;1;1;1;0;0
COSQUE;-7.333801667;-79.444615;1;1;1;1;1;0;0
CULTAMBO;-7.33272;-79.43025;1;0;1;1;1;0;0
NUEVA ESPERANZA;-7.33712;-79.39927;1;1;1;1;1;0;0
INFIERNILLO DE CHAFAN;-7.3332;-79.39079;1;1;1;1;1;0;0
LAS VEGAS;-7.33203;-79.38016;1;1;1;1;1;0;0
LA PORTADA DE LA SIERRA;-7.34003;-79.38445;1;1;1;1;1;1;0
EL INFIERNILLO;-7.34087;-79.40372;1;1;1;1;1;0;0
LA VI�A;-7.336396667;-79.47036833;1;0;1;1;1;0;0
JAGUEY (EL JAGUEY);-7.33851;-79.49612;1;1;1;1;1;1;1
VENTARRON;-7.34989;-79.4636;1;1;1;1;1;0;0
POTRERO;-7.35226;-79.42478;1;0;1;1;1;0;0
TECAPA;-7.35761;-79.421;1;0;1;1;1;0;0
ALTO JAGUEY;-7.3424;-79.495;1;1;1;1;1;0;0
LA HUACA;-7.36949;-79.43114;1;1;1;1;1;0;0
QUEBRACHO;-7.36503;-79.42806;1;1;1;1;1;0;0
PUEBLO NUEVO;-7.35805;-79.39551;1;0;1;1;1;0;0
PAMPA DE LA CEBRUNA;-7.35729;-79.49755;1;1;1;1;1;0;0
PORTADA DE LA SIERRA;-7.3425;-79.38948;1;1;1;1;1;0;0
TAYABAMBA;-8.27772392;-77.29576994;1;1;1;1;1;1;1
URPAYCITO;-8.2486;-77.30953;0;1;0;0;0;0;0
CHUNCO;-8.255573333;-77.31687667;0;1;0;0;0;0;0
CARANYACO;-8.24968;-77.30651;1;1;1;1;1;0;0
COLPABAMBA;-8.26357;-77.30271;1;1;1;1;1;0;0
EL RECREO;-8.25951;-77.32065;1;1;1;1;1;0;0
CHIQUIACOCHA;-8.26699;-77.29341;1;1;1;1;1;0;0
COLLAY;-8.26429;-77.28505;1;1;1;1;1;0;0
SAN PEDRO;-8.27244;-77.27826;1;1;1;1;1;0;0
ACHICAYANTA;-8.27861;-77.27462;1;0;1;1;1;0;0
HUANCHIL;-8.27573;-77.30842;1;1;1;1;1;0;0
MATAPA;-8.277646667;-77.30263167;0;1;0;0;0;0;0
CUCHICANCHA;-8.28839;-77.29612;1;0;1;1;1;0;0
QUEROS;-8.28429;-77.2804;1;0;1;1;1;0;0
GOCHAPITA;-8.28548;-77.26912;1;0;1;1;1;0;0
ALLAUCA;-8.29334;-77.28441;1;1;1;1;1;0;0
SUYOPAMPA;-8.28727;-77.29097;1;0;1;1;1;0;0
NUEVO PROGRESO;-8.30017;-77.2777;1;0;1;1;1;0;0
ANTAMARKA;-8.28799;-77.27418;1;0;1;1;1;0;0
HUASHIRAJ;-8.29845;-77.28663;1;0;1;1;1;0;0
PUEBLO VIEJO;-8.29984;-77.27604;1;0;1;1;1;0;0
LLAMACANCHA;-8.3032;-77.27738;1;0;1;1;1;0;0
SAN MATEO;-8.27889;-77.2805;1;0;1;1;1;0;0
PATAZ;-7.784799809;-77.5942176;1;0;1;1;1;0;0
CARHUABAMBA;-7.75981;-77.57858;1;0;1;1;1;0;0
BELLAVISTA;-7.760686667;-77.58999667;1;0;1;1;1;0;0
TAYANGO;-7.7612;-77.61017;1;0;1;1;1;0;0
CUYMUY;-7.76254;-77.6035;1;0;1;1;1;0;0
ZARUMILLA;-7.76192;-77.59641;1;0;1;1;1;1;0
MONTERRICO;-7.76592;-77.58089;1;0;1;1;1;0;0
IQUIQUE;-7.76697;-77.59086;1;0;1;1;1;0;0
SULLANA;-7.75728;-77.61282;1;0;1;1;1;0;0
PUEBLO NUEVO;-7.77303;-77.58814;1;0;1;1;1;0;0
EL MOLINO;-7.77257;-77.57797;1;0;1;1;1;0;0
CUAYCO;-7.77274;-77.5767;1;0;1;1;1;0;0
EL POTRERO;-7.7756406;-77.5866;1;0;1;1;1;0;0
RISION;-7.77638;-77.59186;1;0;1;1;1;0;0
PUCURCO;-7.78466;-77.57356;1;0;1;1;1;0;0
LA CRUZ;-7.78956;-77.5819;1;0;1;1;1;0;0
LA GRAMA;-7.78886;-77.57453;1;0;1;1;1;0;0
SAN FERNANDO;-7.79285;-77.60908;1;0;1;1;1;0;0
LAS PIRCAS;-7.79402;-77.60096;1;0;1;1;1;0;0
SAN FRANCISCO;-7.79281;-77.60176;1;0;1;1;1;0;0
LA RETAMA;-7.76273;-77.60016;1;0;1;1;1;0;0
BUENOS AIRES;-7.7605476;-77.60555;1;0;1;1;1;0;0
LA PAMPA;-7.75404;-77.57208;1;0;1;1;1;0;0
HUAMACHUCO;-7.815629862;-78.04868705;1;1;1;1;1;6;2
EL OLIVO;-7.71509;-78.07402;1;0;1;1;1;0;0
MALLAN;-7.75631;-78.09609;0;1;0;0;0;0;0
MARCOCHUGO;-7.76158;-78.02164;1;1;1;1;1;0;0
CAPULI;-7.75775;-78.00502;1;0;1;1;1;0;0
PUENTE PIEDRA;-7.77269;-78.03465;1;0;1;1;1;0;0
PASHAGON;-7.75984;-78.04158;1;0;1;1;1;0;0
PAYAMARCA;-7.76845;-78.05708;1;0;1;1;1;0;0
COIPIN;-7.7875;-78.06192;1;1;1;1;1;0;0
WIRACOCHAPAMPA;-7.78794;-78.04653;1;0;1;1;1;0;0
RUMICHACA;-7.77025;-78.02414;1;0;1;1;1;0;0
YANASARA;-7.80145;-77.91328;1;0;1;1;1;0;0
SAUSACOCHA;-7.80265;-77.98395;1;0;1;1;1;1;0
CAHUADAN;-7.78737;-78.02088;1;0;1;1;1;0;0
CHOCHOCONDA;-7.80963;-78.02939;1;1;1;1;1;0;0
SAZON;-7.80964;-78.03357;1;1;1;1;1;0;0
SHIRACMACA;-7.81521;-78.00814;1;1;1;1;1;1;1
EL TORO;-7.82476;-78.01828;1;0;1;1;1;0;0
PARANSHIQUE;-7.8305;-78.02639;1;1;1;1;1;0;0
QUINTA ALTA;-7.82833;-78.03283;1;1;1;1;1;0;0
MOLINO GRANDE;-7.82611;-78.03731;1;1;1;1;1;2;2
LA COLPA;-7.83405;-78.07492;1;0;1;1;1;0;0
PUMACHACA;-7.83055;-78.07415;1;0;1;1;1;0;0
CHOQUIZONGUILLO;-7.83909;-78.09104;1;0;1;1;1;1;0
COYOCHURO;-7.83286;-78.10497;1;0;1;1;1;0;0
CULICANDA;-7.84795;-78.1013;1;0;1;1;1;0;0
LA ARENA;-7.88949;-78.12523;1;0;1;1;1;1;1
AGUA BLANCA;-7.88371;-78.10969;1;1;1;1;1;0;0
SIGUISPAMPA;-7.76702;-78.06954;1;1;1;1;1;0;0
HOGUSGON;-7.77535;-78.06719;1;1;1;1;1;0;0
LA COLPILLA;-7.82312;-78.01328;1;1;1;1;1;0;0
PUMAPAMPA;-7.77731;-78.03601;1;0;1;1;1;0;0
ISOGOCHA;-7.79049;-78.02677;1;0;1;1;1;0;0
ANGUAYACO;-7.78417;-78.03637;1;0;1;1;1;0;0
CHAMIS;-7.8196;-77.99701;1;0;1;1;1;0;0
PUMACHO;-7.78685;-78.05914;1;1;1;1;1;0;0
COLPA YANASARINA;-7.79077;-77.92662;1;1;1;1;1;0;0
CHUGAY;-7.782296615;-77.86770619;1;1;1;1;1;0;0
CONVENTO;-7.64101;-77.84183;1;0;1;1;1;0;0
SANTA ROSA;-7.6721;-77.83646;1;0;1;1;1;0;0
PUENTE PACCHA;-7.72917;-77.86867;1;0;1;1;1;0;0
LA RESTAURACION;-7.74778;-77.87845;1;1;1;1;1;0;0
PARVA DEL CERRO;-7.74604;-77.86471;1;0;1;1;1;0;0
PUERTO RICO;-7.75549;-77.88303;1;0;1;1;1;0;0
SAN SALVADOR;-7.78168;-77.85988;1;1;1;1;1;0;0
PIEDRA GRANDE;-7.78711;-77.86434;1;1;1;1;1;0;0
QUEBRADA HONDA;-7.78945;-77.8805;1;1;1;1;1;1;1
PIEDRA CHICA;-7.79062;-77.8571;1;1;1;1;1;0;0
SHIRACPATA;-7.80976;-77.88315;1;0;1;1;1;0;0
LA ACHUPALLA;-7.81348;-77.8783;1;0;1;1;1;0;0
CHUSGON;-7.81653;-77.8999;1;0;1;1;1;0;0
LA BANDA;-7.8387109;-77.87525;1;1;1;1;1;0;0
COCHABAMBA;-7.83236;-77.87772;1;1;1;1;1;1;0
